Chunk,GT
Out of Memory: Killed process 11248 (httpd).; Out of Memory: Killed process 11249 (httpd).; Out of Memory: Killed process 11251 (httpd).; Out of Memory: Killed process 11259 (httpd).; Out of Memory: Killed process 11260 (httpd).,<start>Out of Memory: Killed process 11248 (httpd).</end>
session opened for user news by (uid=0); session closed for user news; connection from 211.72.151.162 () at Wed Dec 7 15:19:01 2005; connection from 211.72.151.162 () at Wed Dec 7 15:19:01 2005; connection from 211.72.151.162 () at Wed Dec 7 15:19:01 2005,<start>normal</end>
Out of Memory: Killed process 3054 (httpd).; Out of Memory: Killed process 3072 (python).; Out of Memory: Killed process 3073 (httpd).; Out of Memory: Killed process 3080 (python).; Out of Memory: Killed process 3083 (httpd).,<start>Out of Memory: Killed process 3054 (httpd).</end>
Out of Memory: Killed process 16850 (httpd).; Out of Memory: Killed process 16851 (httpd).; Out of Memory: Killed process 21338 (httpd).; Out of Memory: Killed process 21339 (httpd).; Out of Memory: Killed process 21340 (httpd).,<start>Out of Memory: Killed process 16850 (httpd).</end>
Out of Memory: Killed process 8566 (httpd).; Out of Memory: Killed process 8567 (httpd).; Out of Memory: Killed process 8568 (httpd).; Out of Memory: Killed process 8569 (httpd).; Out of Memory: Killed process 8570 (httpd).,<start>Out of Memory: Killed process 8566 (httpd).</end>
Out of Memory: Killed process 6220 (httpd).; Out of Memory: Killed process 6221 (httpd).; Out of Memory: Killed process 6222 (httpd).; Out of Memory: Killed process 6223 (httpd).; Out of Memory: Killed process 6224 (httpd).,<start>Out of Memory: Killed process 6220 (httpd).</end>
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=59-106-15-121.r-bl100.sakura.ne.jp user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=59-106-15-121.r-bl100.sakura.ne.jp user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=59-106-15-121.r-bl100.sakura.ne.jp user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=59-106-15-121.r-bl100.sakura.ne.jp user=root; Out of Memory: Killed process 14264 (python).,<start>authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=59-106-15-121.r-bl100.sakura.ne.jp user=root; Out of Memory: Killed process 14264 (python).</end>
Out of Memory: Killed process 32552 (httpd).; Out of Memory: Killed process 32553 (httpd).; Out of Memory: Killed process 32554 (httpd).; Out of Memory: Killed process 32555 (httpd).; Out of Memory: Killed process 32556 (httpd).,<start>Out of Memory: Killed process 32552 (httpd).</end>
"listening on IPv4 interface eth0:15, 63.126.79.90#53; precision = 2.000 usec; audit(1138296202.198:708174): syscall=102 exit=0 a0=2 a1=feee9aa0 a2=9682e4 a3=feee9b60 items=0 pid=2300 loginuid=-1 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0; listening on IPv4 interface eth0:16, 63.126.79.95#53; kernel time sync status 0040",<start>normal</end>
creating device node '/udev/vcs2'; creating device node '/udev/vcsa2'; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.96.242.5 user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.96.242.5 user=root; session opened for user cyrus by (uid=0),<start>authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.96.242.5 user=root</end>
"md: md driver 0.90.0 MAX_MD_DEVS=256, MD_SB_DISKS=27; Monitoring 1 ATA and 0 SCSI devices; NET: Registered protocol family 2; Charge: * * * (-1% unknown); smartd has fork()ed into background mode. New PID=1767.",<start>Charge: * * * (-1% unknown)</end>
Out of Memory: Killed process 14711 (httpd).; Out of Memory: Killed process 14712 (httpd).; Out of Memory: Killed process 14713 (httpd).; Out of Memory: Killed process 14722 (httpd).; Out of Memory: Killed process 14723 (httpd).,<start>Out of Memory: Killed process 14711 (httpd).</end>
Out of Memory: Killed process 25986 (httpd).; Out of Memory: Killed process 25987 (httpd).; Out of Memory: Killed process 25988 (httpd).; Out of Memory: Killed process 25989 (httpd).; Out of Memory: Killed process 25990 (httpd).,<start>Out of Memory: Killed process 25986 (httpd).</end>
Out of Memory: Killed process 25251 (httpd).; Out of Memory: Killed process 25252 (httpd).; Out of Memory: Killed process 25256 (httpd).; Out of Memory: Killed process 25253 (httpd).; Out of Memory: Killed process 25254 (httpd).,<start>Out of Memory: Killed process 25251 (httpd).</end>
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=jwhp5.chem.ncsu.edu user=ftp; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=jwhp5.chem.ncsu.edu user=ftp; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=jwhp5.chem.ncsu.edu user=ftp; check pass; user unknown; check pass; user unknown,<start>authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=jwhp5.chem.ncsu.edu user=ftp; check pass; user unknown</end>
Out of Memory: Killed process 32637 (httpd).; Out of Memory: Killed process 32638 (httpd).; Out of Memory: Killed process 32639 (httpd).; Out of Memory: Killed process 32640 (httpd).; Out of Memory: Killed process 32641 (httpd).,<start>Out of Memory: Killed process 32637 (httpd).</end>
Out of Memory: Killed process 1468 (httpd).; Out of Memory: Killed process 1469 (httpd).; Out of Memory: Killed process 1470 (httpd).; Out of Memory: Killed process 1471 (httpd).; Out of Memory: Killed process 1472 (httpd).,<start>Out of Memory: Killed process 1468 (httpd).</end>
Out of Memory: Killed process 2072 (python).; Out of Memory: Killed process 2066 (httpd).; Out of Memory: Killed process 2067 (httpd).; Out of Memory: Killed process 2073 (httpd).; Out of Memory: Killed process 2074 (httpd).,<start>Out of Memory: Killed process 2072 (python).</end>
Out of Memory: Killed process 22316 (httpd).; Out of Memory: Killed process 22317 (httpd).; Out of Memory: Killed process 22318 (httpd).; Out of Memory: Killed process 22319 (httpd).; Out of Memory: Killed process 22320 (httpd).,<start>Out of Memory: Killed process 22316 (httpd).</end>
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.125.251.17 user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.125.251.17 user=root; connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:57 2005; connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:57 2005; connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:57 2005,<start>authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.125.251.17 user=root</end>
"smartd has fork()ed into background mode. New PID=1757.; smartd startup succeeded; ide1 at 0x170-0x177,0x376 on irq 15; hda: max request size: 128KiB; hda: 29336832 sectors (15020 MB) w/1916KiB Cache, CHS=29104/16/63, UDMA(66)",<start>normal</end>
User unknown timed out after 900 seconds at Mon Feb 6 12:24:00 2006; User unknown timed out after 900 seconds at Mon Feb 6 12:24:00 2006; User unknown timed out after 900 seconds at Mon Feb 6 12:24:00 2006; User unknown timed out after 900 seconds at Mon Feb 6 12:24:00 2006; User unknown timed out after 900 seconds at Mon Feb 6 12:24:00 2006,<start>User unknown timed out after 900 seconds at Mon Feb 6 12:24:00 2006</end>
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=24.75.10.188 user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=24.75.10.188 user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=24.75.10.188 user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=24.75.10.188 user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=24.75.10.188 user=root,<start>authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=24.75.10.188 user=root</end>
Out of Memory: Killed process 25002 (httpd).; Out of Memory: Killed process 25003 (httpd).; Out of Memory: Killed process 25004 (httpd).; Out of Memory: Killed process 25000 (python).; Out of Memory: Killed process 25005 (httpd).,<start>Out of Memory: Killed process 25002 (httpd).</end>
"Out of Memory: Killed process 5659 (httpd).; Out of Memory: Killed process 5660 (httpd).; httpd: page allocation failure. order:0, mode:0xd2; [<0212ebf3>] __alloc_pages+0x274/0x281; [<02135b2f>] do_wp_page+0x203/0x21c","<start>Out of Memory: Killed process 5659 (httpd).; httpd: page allocation failure. order:0, mode:0xd2</end>"
session opened for user cyrus by (uid=0); session closed for user cyrus; cupsd shutdown succeeded; cupsd startup succeeded; restart.,<start>normal</end>
Out of Memory: Killed process 24312 (httpd).; Out of Memory: Killed process 24311 (httpd).; Out of Memory: Killed process 24313 (httpd).; Out of Memory: Killed process 24314 (httpd).; Out of Memory: Killed process 24315 (httpd).,<start>Out of Memory: Killed process 24312 (httpd).</end>
Out of Memory: Killed process 32389 (httpd).; Out of Memory: Killed process 32390 (httpd).; Out of Memory: Killed process 32391 (httpd).; Out of Memory: Killed process 32392 (httpd).; Out of Memory: Killed process 32410 (httpd).,<start>Out of Memory: Killed process 32389 (httpd).</end>
Out of Memory: Killed process 5022 (httpd).; Out of Memory: Killed process 5023 (httpd).; Out of Memory: Killed process 5024 (httpd).; Out of Memory: Killed process 5025 (httpd).; Out of Memory: Killed process 5026 (httpd).,<start>Out of Memory: Killed process 5022 (httpd).</end>
connection from 85.182.21.189 (e182021189.adsl.alicedsl.de) at Mon Nov 14 20:48:03 2005; connection from 85.182.21.189 (e182021189.adsl.alicedsl.de) at Mon Nov 14 20:48:03 2005; connection from 85.182.21.189 (e182021189.adsl.alicedsl.de) at Mon Nov 14 20:48:03 2005; connection from 85.182.21.189 (e182021189.adsl.alicedsl.de) at Mon Nov 14 20:48:05 2005; connection from 85.182.21.189 (e182021189.adsl.alicedsl.de) at Mon Nov 14 20:48:05 2005,<start>normal</end>
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=server.novacero.com user=test; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=server.novacero.com user=test; session opened for user cyrus by (uid=0); session closed for user cyrus; ALERT exited abnormally with [1],<start>authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=server.novacero.com user=test; ALERT exited abnormally with [1]</end>
Out of Memory: Killed process 25936 (httpd).; Out of Memory: Killed process 25947 (httpd).; Out of Memory: Killed process 25948 (httpd).; Out of Memory: Killed process 25949 (httpd).; Out of Memory: Killed process 25950 (httpd).,<start>Out of Memory: Killed process 25936 (httpd).</end>
Out of Memory: Killed process 5822 (python).; Out of Memory: Killed process 5830 (httpd).; Out of Memory: Killed process 5831 (httpd).; Out of Memory: Killed process 5832 (httpd).; Out of Memory: Killed process 5833 (httpd).,<start>Out of Memory: Killed process 5822 (python).</end>
[<0211476a>] do_page_fault+0x362/0x446; [<02115617>] recalc_task_prio+0x141/0x14c; [<0227ecc1>] schedule+0x3ed/0x44d; [<02114408>] do_page_fault+0x0/0x446; Out of Memory: Killed process 5517 (httpd).,<start>Out of Memory: Killed process 5517 (httpd).</end>
"NET: Registered protocol family 16; rpc.idmapd startup succeeded; PCI: PCI BIOS revision 2.10 entry at 0xfc0ce, last bus=1; PCI: Using configuration type 1; ACPI: Subsystem revision 20040326",<start>normal</end>
"Charge: * * * (-1% unknown); smartd has fork()ed into background mode. New PID=1760.; smartd startup succeeded; NET: Registered protocol family 2; IP: routing cache hash table of 512 buckets, 4Kbytes",<start>normal</end>
session opened for user news by (uid=0); session closed for user news; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.127.68.18 user=webmaster; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.127.68.18 user=webmaster; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.127.68.18 user=webmaster,<start>authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.127.68.18 user=webmaster</end>
Out of Memory: Killed process 5118 (python).; Out of Memory: Killed process 5123 (httpd).; Out of Memory: Killed process 4742 (sendmail).; Out of Memory: Killed process 5124 (httpd).; Out of Memory: Killed process 5142 (httpd).,<start>Out of Memory: Killed process 5118 (python).</end>
Out of Memory: Killed process 8464 (httpd).; Out of Memory: Killed process 8465 (httpd).; Out of Memory: Killed process 8466 (httpd).; Out of Memory: Killed process 8467 (httpd).; Out of Memory: Killed process 8468 (httpd).,<start>Out of Memory: Killed process 8464 (httpd).</end>
session closed for user test; session closed for user test; session opened for user test by (uid=509); authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=maior.teleson.ro user=info; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=maior.teleson.ro user=webmaster,<start>authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=maior.teleson.ro user=info</end>
connection from 219.96.194.251 (pc1.ayaha-hs-unet.ocn.ne.jp) at Fri Nov 25 15:00:51 2005; connection from 219.96.194.251 (pc1.ayaha-hs-unet.ocn.ne.jp) at Fri Nov 25 15:00:51 2005; connection from 219.96.194.251 (pc1.ayaha-hs-unet.ocn.ne.jp) at Fri Nov 25 15:00:51 2005; connection from 219.96.194.251 (pc1.ayaha-hs-unet.ocn.ne.jp) at Fri Nov 25 15:00:51 2005; connection from 219.96.194.251 (pc1.ayaha-hs-unet.ocn.ne.jp) at Fri Nov 25 15:00:51 2005,<start>normal</end>
Out of Memory: Killed process 4977 (httpd).; Out of Memory: Killed process 4978 (httpd).; Out of Memory: Killed process 4979 (httpd).; Out of Memory: Killed process 4980 (httpd).; Out of Memory: Killed process 4969 (python).,<start>Out of Memory: Killed process 4977 (httpd).</end>
"listening on IPv4 interface eth0:15, 63.126.79.90#53; listening on IPv4 interface eth0:16, 63.126.79.95#53; listening on IPv4 interface eth0:17, 63.126.79.100#53; precision = 1.000 usec; listening on IPv4 interface eth0:18, 63.126.79.105#53",<start>normal</end>
Out of Memory: Killed process 25800 (httpd).; Out of Memory: Killed process 25801 (httpd).; Out of Memory: Killed process 25802 (httpd).; Out of Memory: Killed process 25803 (httpd).; Out of Memory: Killed process 25804 (httpd).,<start>Out of Memory: Killed process 25800 (httpd).</end>
cupsd startup succeeded; succeeded; xinetd startup succeeded; sendmail startup succeeded; sm-client startup succeeded,<start>normal</end>
Out of Memory: Killed process 697 (httpd).; Out of Memory: Killed process 698 (httpd).; Out of Memory: Killed process 706 (httpd).; Out of Memory: Killed process 707 (httpd).; Out of Memory: Killed process 712 (httpd).,<start>Out of Memory: Killed process 697 (httpd).</end>
usbcore: registered new driver usbfs; usbcore: registered new driver hub; ACPI: ACPI tables contain no PCI IRQ routing entries; PCI: Invalid ACPI-PCI IRQ routing table; PCI: Probing PCI hardware,<start>ACPI: ACPI tables contain no PCI IRQ routing entries; PCI: Invalid ACPI-PCI IRQ routing table</end>
connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005; connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005; connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005; connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005; connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005,<start>normal</end>
Out of Memory: Killed process 9837 (httpd).; Out of Memory: Killed process 9838 (httpd).; Out of Memory: Killed process 9839 (httpd).; Out of Memory: Killed process 9845 (python).; Out of Memory: Killed process 9846 (httpd).,<start>Out of Memory: Killed process 9837 (httpd).</end>
Out of Memory: Killed process 5591 (httpd).; Out of Memory: Killed process 5592 (httpd).; Out of Memory: Killed process 5593 (httpd).; Out of Memory: Killed process 5594 (httpd).; Out of Memory: Killed process 5595 (httpd).,<start>Out of Memory: Killed process 5591 (httpd).</end>
